Mod_ID,Modal,Modal_Slug,Brand_ID,Body_Type,Status_Modal
1505,Kodiaq,kodiaq,298,SUV,Publish
1506,Fabia,fabia,298,Hatchback,Publish
1507,Octavia,octavia,298,Sedan,Publish
1508,Octavia,octavia,298,Sedan,Publish
1509,Superb,superb,298,Sedan,Publish
1510,Superb,superb,298,Sedan,Publish
1511,Tivoli,tivoli,296,SUV,Publish
1512,Tivoli,tivoli,296,SUV,Publish
1513,XLV,xlv,296,SUV,Publish
1514,XLV,xlv,296,SUV,Publish
1515,Rexton,rexton,296,SUV,Publish
1516,Rexton,rexton,296,SUV,Publish
1517,Korando,korando,296,SUV,Publish
1518,Korando,korando,296,SUV,Publish
1519,XV,xv,323,SUV,Publish
1520,Impreza,impreza,323,Sedan,Publish
1521,Impreza,impreza,323,Sedan,Publish
1522,Legacy,legacy,323,Sedan,Publish
1523,XV,xv,323,SUV,Publish
1524,BRZ,brz,323,Coupe,Publish
1525,Outback,outback,323,SUV,Publish
1526,Forester,forester,323,SUV,Publish
1527,BRZ,brz,323,Coupe,Publish
1528,WRX,wrx,323,Sedan,Publish
1529,WRX,wrx,323,Sedan,Publish
1530,WRX,wrx,323,Sedan,Publish
1531,Jimny,jimny,273,"Compact SUV",Publish
1532,Jimny,jimny,273,"Compact SUV",Publish
1533,"Swift Sport",swift-sport,273,Hatchback,Publish
1534,Swift,swift,273,Hatchback,Publish
1535,Swift,swift,273,Hatchback,Publish
1536,Ciaz,ciaz,273,Sedan,Publish
1537,Ciaz,ciaz,273,Sedan,Publish
1538,Carry,carry,273,,Publish
1539,"Carry Microbus",carry-microbus,273,,Publish
1540,Dzire,dzire,273,Sedan,Publish
1541,Dzire,dzire,273,Sedan,Publish
1542,Ertiga,ertiga,273,MPV,Publish
1543,Baleno,baleno,273,Hatchback,Publish
1544,Ertiga,ertiga,273,MPV,Publish
1545,Baleno,baleno,273,Hatchback,Publish
1546,SX4,sx4,273,,Publish
1547,Vitara,vitara,273,SUV,Publish
1548,"Grand Vitara",grand-vitara,273,SUV,Publish
1549,"Grand Vitara",grand-vitara,273,SUV,Publish
1550,"Grand Vitara",grand-vitara,273,SUV,Publish
1551,Vitara,vitara,273,SUV,Publish
1552,300,300,315,SUV,Publish
1553,300,300,315,SUV,Publish
1554,500,500,315,Hatchback,Publish
1555,500,500,315,Hatchback,Publish
1556,500,500,315,Hatchback,Publish
1557,500,500,315,Hatchback,Publish
1558,Xenon,xenon,320,"Pick up Truck",Publish
1559,Xenon,xenon,320,"Pick up Truck",Publish
1560,"Model X",model-x,295,SUV,Publish
1561,"Model X",model-x,295,SUV,Publish
1562,"Model 3",model-3,295,Sedan,Publish
1563,"Model 3",model-3,295,Sedan,Publish
1564,"Model 3",model-3,295,Sedan,Publish
1565,"Model S",model-s,295,Sedan,Publish
1566,"Model S",model-s,295,Sedan,Publish
1567,"Model Y",model-y,295,SUV,Publish
1568,"Model Y",model-y,295,SUV,Publish
1569,"Model Y",model-y,295,SUV,Publish
1570,"Land Cruiser",land-cruiser,262,SUV,Publish
1571,"Land Cruiser",land-cruiser,262,SUV,Publish
1572,"Land Cruiser",land-cruiser,262,SUV,Publish
1573,"Land Cruiser",land-cruiser,262,SUV,Publish
1574,"Land Cruiser",land-cruiser,262,SUV,Publish
1575,"Land Cruiser",land-cruiser,262,SUV,Publish
1576,"Land Cruiser",land-cruiser,262,SUV,Publish
1577,"Land Cruiser",land-cruiser,262,SUV,Publish
1578,"Land Cruiser",land-cruiser,262,SUV,Publish
1579,"Land Cruiser",land-cruiser,262,SUV,Publish
1580,"Land Cruiser",land-cruiser,262,SUV,Publish
1581,"Land Cruiser",land-cruiser,262,SUV,Publish
1582,"Land Cruiser",land-cruiser,262,SUV,Publish
1583,Highlander,highlander,262,SUV,Publish
1584,Highlander,highlander,262,SUV,Publish
1585,Highlander,highlander,262,SUV,Publish
1586,Corolla,corolla,262,Sedan,Publish
1587,Corolla,corolla,262,Sedan,Publish
1588,Corolla,corolla,262,Sedan,Publish
1589,Corolla,corolla,262,Sedan,Publish
1590,Corolla,corolla,262,Sedan,Publish
1591,Corolla,corolla,262,Sedan,Publish
1592,Corolla,corolla,262,Sedan,Publish
1593,Corolla,corolla,262,Sedan,Publish
1594,Corolla,corolla,262,Sedan,Publish
1595,Supra,supra,262,Coupe,Publish
1596,Supra,supra,262,Coupe,Publish
1597,Granvia,granvia,262,Minivan,Publish
1598,Granvia,granvia,262,Minivan,Publish
1599,Granvia,granvia,262,Minivan,Publish
1600,Rush,rush,262,SUV,Publish
1601,Avalon,avalon,262,Sedan,Publish
1602,Avalon,avalon,262,Sedan,Publish
1603,Avalon,avalon,262,Sedan,Publish
1604,Avalon,avalon,262,Sedan,Publish
1605,Hiace,hiace,262,,Publish
1606,Hiace,hiace,262,,Publish
1607,Hiace,hiace,262,,Publish
1608,Hiace,hiace,262,,Publish
1609,Hiace,hiace,262,,Publish
1610,Hiace,hiace,262,,Publish
1611,Hiace,hiace,262,,Publish
1612,Hiace,hiace,262,,Publish
1613,Hiace,hiace,262,,Publish
1614,"Land Cruiser Pick Up",land-cruiser-pick-up,262,,Publish
1615,"Land Cruiser Pick Up",land-cruiser-pick-up,262,,Publish
1616,"Land Cruiser Pick Up",land-cruiser-pick-up,262,,Publish
1617,"Land Cruiser Pick Up",land-cruiser-pick-up,262,,Publish
1618,"Land Cruiser Pick Up",land-cruiser-pick-up,262,,Publish
1619,"C HR",c-hr,262,SUV,Publish
1620,"Corolla Cross",corolla-cross,262,Crossover,Publish
1621,"Corolla Cross",corolla-cross,262,Crossover,Publish
1622,"Corolla Cross",corolla-cross,262,Crossover,Publish
1623,Raize,raize,262,"Compact SUV",Publish
1624,Raize,raize,262,"Compact SUV",Publish
1625,Liteace,liteace,262,,Publish
1626,Liteace,liteace,262,,Publish
1627,Veloz,veloz,262,MPV,Publish
1628,"Urban Cruiser",urban-cruiser,262,SUV,Publish
1629,"Urban Cruiser",urban-cruiser,262,SUV,Publish
1630,Crown,crown,262,Sedan,Publish
1631,Crown,crown,262,Sedan,Publish
1632,"Yaris Sedan",yaris-sedan,262,Sedan,Publish
1633,"Yaris Sedan",yaris-sedan,262,Sedan,Publish
1634,"Yaris Sedan",yaris-sedan,262,Sedan,Publish
1635,Yaris,yaris,262,Hatchback,Publish
1636,Rush,rush,262,SUV,Publish
1637,Hilux,hilux,262,"Pick up Truck",Publish
1638,Hilux,hilux,262,"Pick up Truck",Publish
1639,Hilux,hilux,262,"Pick up Truck",Publish
1640,Hilux,hilux,262,"Pick up Truck",Publish
1641,Camry,camry,262,Sedan,Publish
1642,Rav4,rav4,262,"Crossover SUV",Publish
1643,Rav4,rav4,262,"Crossover SUV",Publish
1644,Rav4,rav4,262,"Crossover SUV",Publish
1645,Rav4,rav4,262,"Crossover SUV",Publish
1646,Avanza,avanza,262,MPV,Publish
1647,Hilux,hilux,262,"Pick up Truck",Publish
1648,Innova,innova,262,MPV,Publish
1649,Innova,innova,262,MPV,Publish
1650,Camry,camry,262,Sedan,Publish
1651,Innova,innova,262,MPV,Publish
1652,Innova,innova,262,MPV,Publish
1653,Hilux,hilux,262,"Pick up Truck",Publish
1654,Hilux,hilux,262,"Pick up Truck",Publish
1655,Hilux,hilux,262,"Pick up Truck",Publish
1656,Camry,camry,262,Sedan,Publish
1657,Camry,camry,262,Sedan,Publish
1658,Camry,camry,262,Sedan,Publish
1659,Camry,camry,262,Sedan,Publish
1660,Hilux,hilux,262,"Pick up Truck",Publish
1661,Fortuner,fortuner,262,SUV,Publish
1662,Camry,camry,262,Sedan,Publish
1663,Fortuner,fortuner,262,SUV,Publish
1664,Fortuner,fortuner,262,SUV,Publish
1665,Fortuner,fortuner,262,SUV,Publish
1666,Fortuner,fortuner,262,SUV,Publish
1667,Hilux,hilux,262,"Pick up Truck",Publish
1668,"Land Cruiser Pick Up",land-cruiser-pick-up,262,,Publish
1669,Hilux,hilux,262,"Pick up Truck",Publish
1670,Camry,camry,262,Sedan,Publish
1671,Camry,camry,262,Sedan,Publish
1672,Camry,camry,262,Sedan,Publish
1673,Rav4,rav4,262,"Crossover SUV",Publish
1674,Rav4,rav4,262,"Crossover SUV",Publish
1675,Rav4,rav4,262,"Crossover SUV",Publish
1676,Rav4,rav4,262,"Crossover SUV",Publish
1677,"Land Cruiser Pick Up",land-cruiser-pick-up,262,,Publish
1678,Hilux,hilux,262,"Pick up Truck",Publish
1679,Hilux,hilux,262,"Pick up Truck",Publish
1680,Hilux,hilux,262,"Pick up Truck",Publish
1681,Hilux,hilux,262,"Pick up Truck",Publish
1682,Hilux,hilux,262,"Pick up Truck",Publish
1683,Hilux,hilux,262,"Pick up Truck",Publish
1684,Camry,camry,262,Sedan,Publish
1685,Camry,camry,262,Sedan,Publish
1686,"Land Cruiser Pick Up",land-cruiser-pick-up,262,,Publish
1687,"Land Cruiser Pick Up",land-cruiser-pick-up,262,,Publish
1688,Hilux,hilux,262,"Pick up Truck",Publish
1689,Hilux,hilux,262,"Pick up Truck",Publish
1690,Hilux,hilux,262,"Pick up Truck",Publish
1691,Hilux,hilux,262,"Pick up Truck",Publish
1692,Hilux,hilux,262,"Pick up Truck",Publish
1693,"Land Cruiser Pick Up",land-cruiser-pick-up,262,,Publish
1694,"Land Cruiser Pick Up",land-cruiser-pick-up,262,,Publish
1695,"Land Cruiser Pick Up",land-cruiser-pick-up,262,,Publish
1696,"Land Cruiser Pick Up",land-cruiser-pick-up,262,,Publish
1697,"Land Cruiser Pick Up",land-cruiser-pick-up,262,,Publish
1698,"Land Cruiser Pick Up",land-cruiser-pick-up,262,,Publish
1699,"Land Cruiser Prado",land-cruiser-prado,262,SUV,Publish
1700,Fortuner,fortuner,262,SUV,Publish
1701,"Land Cruiser Pick Up",land-cruiser-pick-up,262,,Publish
1702,Hilux,hilux,262,"Pick up Truck",Publish
1703,"Land Cruiser Prado",land-cruiser-prado,262,SUV,Publish
1704,"Land Cruiser Prado",land-cruiser-prado,262,SUV,Publish
1705,Fortuner,fortuner,262,SUV,Publish
1706,"Land Cruiser Prado",land-cruiser-prado,262,SUV,Publish
1707,"Land Cruiser Prado",land-cruiser-prado,262,SUV,Publish
1708,"Land Cruiser Prado",land-cruiser-prado,262,SUV,Publish
1709,Coaster,coaster,262,,Draft
1710,"FJ Cruiser",fj-cruiser,262,SUV,Publish
1711,"FJ Cruiser",fj-cruiser,262,SUV,Publish
1712,"FJ Cruiser",fj-cruiser,262,SUV,Publish
1713,"FJ Cruiser",fj-cruiser,262,SUV,Publish
1714,"FJ Cruiser",fj-cruiser,262,SUV,Publish
1715,Coaster,coaster,262,,Draft
1716,Sequoia,sequoia,262,suv,Publish
1717,Sequoia,sequoia,262,suv,Publish
1718,"Golf GTI",golf-gti,269,Hatchback,Publish
1719,Passat,passat,269,Sedan,Publish
1720,Passat,passat,269,Sedan,Publish
1721,Touareg,touareg,269,SUV,Publish
1722,Touareg,touareg,269,SUV,Publish
1723,Touareg,touareg,269,SUV,Publish
1724,Teramont,teramont,269,SUV,Publish
1725,Teramont,teramont,269,SUV,Publish
1726,Teramont,teramont,269,SUV,Publish
1727,T-Roc,t-roc,269,SUV,Publish
1728,T-Roc,t-roc,269,SUV,Publish
1729,T-Roc,t-roc,269,SUV,Publish
1730,"Golf R",golf-r,269,Hatchback,Publish
1731,Golf,golf,269,Hatchback,Publish
1732,Golf,golf,269,Hatchback,Publish
1733,Tiguan,tiguan,269,SUV,Publish
1734,Tiguan,tiguan,269,SUV,Publish
1735,Golf,golf,269,Hatchback,Publish
1736,Arteon,arteon,269,Sedan,Publish
1737,Arteon,arteon,269,Sedan,Publish
1738,Tiguan,tiguan,269,SUV,Publish
1739,Tiguan,tiguan,269,SUV,Publish
1740,Tiguan,tiguan,269,SUV,Publish
1741,Scirocco,scirocco,269,,Publish
1742,Scirocco,scirocco,269,,Publish
1743,Arteon,arteon,269,Sedan,Publish
1744,Scirocco,scirocco,269,,Publish
1745,S60,s60,285,Sedan,Publish
1746,S60,s60,285,Sedan,Publish
1747,S90,s90,285,Sedan,Publish
1748,S90,s90,285,Sedan,Publish
1749,S90,s90,285,Sedan,Publish
1750,S90,s90,285,Sedan,Publish
1751,XC60,xc60,285,SUV,Publish
1752,XC60,xc60,285,SUV,Publish
1753,XC60,xc60,285,SUV,Publish
1754,XC60,xc60,285,SUV,Publish
1755,XC60,xc60,285,SUV,Publish
1756,"XC40 Recharge",xc40-recharge,285,SUV,Publish
1757,XC40,xc40,285,SUV,Publish
1758,XC40,xc40,285,SUV,Publish
1759,XC40,xc40,285,SUV,Publish
1760,XC40,xc40,285,SUV,Publish
1761,Terralord,terralord,314,"Pick up Truck",Publish
1762,Terralord,terralord,314,"Pick up Truck",Publish
1763,Terralord,terralord,314,"Pick up Truck",Publish
1764,Terralord,terralord,314,"Pick up Truck",Publish
1765,Terralord,terralord,314,"Pick up Truck",Publish
1766,Terralord,terralord,314,"Pick up Truck",Publish
1767,Terralord,terralord,314,"Pick up Truck",Publish
1768,"124 Spider",124-spider,52,,Publish
1769,595,595,52,Hatchback,Publish
1770,595,595,52,Hatchback,Publish
1771,595,595,52,Hatchback,Publish
1772,695,695,52,Hatchback,Publish
1773,695,695,52,Hatchback,Publish
1774,695,695,52,Hatchback,Publish
1775,"DMV 300",dmv-300,60,SUV,Publish
1776,Tonale,tonale,69,SUV,Publish
1777,Giulietta,giulietta,69,,Publish
1778,Giulietta,giulietta,69,,Publish
1779,Stelvio,stelvio,69,SUV,Publish
1780,Giulia,giulia,69,Sedan,Publish
1781,Stelvio,stelvio,69,SUV,Publish
1782,4C,4c,69,Coupe,Publish
1783,4C,4c,69,Coupe,Publish
1784,Giulia,giulia,69,Sedan,Publish
1785,Stelvio,stelvio,69,SUV,Publish
1786,Falcon,falcon,86,,Publish
1787,Oyster,oyster,86,,Publish
1788,Falcon,falcon,86,,Publish
1789,Falcon,falcon,86,,Publish
1790,Valhalla,valhalla,28,Coupe,Publish
1791,DB11,db11,28,Coupe,Publish
1792,"Vantage Roadster",vantage-roadster,28,Roadster,Publish
1793,Vantage,vantage,28,Coupe,Publish
1794,Vantage,vantage,28,Coupe,Publish
1795,"Vantage Roadster",vantage-roadster,28,Roadster,Publish
1796,DBX,dbx,28,SUV,Publish
1797,DB11,db11,28,Coupe,Publish
1798,DB11,db11,28,Coupe,Publish
1799,DBS,dbs,28,Coupe,Publish
1800,DBS,dbs,28,Coupe,Publish
1801,"DBS Superleggera Volante",dbs-superleggera-volante,28,Convertible,Publish
1802,"RS6 Avant",rs6-avant,29,"Station Wagon",Publish
1803,"A5 Coupe",a5-coupe,29,Coupe,Publish
1804,"R8 Coupe",r8-coupe,29,Coupe,Publish
1805,"R8 Coupe",r8-coupe,29,Coupe,Publish
1806,TT,tt,29,Coupe,Publish
1807,TT,tt,29,Coupe,Publish
1808,"A3 Sedan",a3-sedan,29,Sedan,Publish
1809,Q7,q7,29,SUV,Publish
1810,"A5 Sportback",a5-sportback,29,Sportback,Publish
1811,"S3 Sportback",s3-sportback,29,Sportback,Publish
1812,"RS Q3",rs-q3,29,SUV,Publish
1813,SQ5,sq5,29,SUV,Publish
1814,"e-tron Sportback",e-tron-sportback,29,Sportback,Publish
1815,"e-tron Sportback",e-tron-sportback,29,Sportback,Publish
1816,"RS3 Sedan",rs3-sedan,29,Sedan,Publish
1817,"RS5 Sportback",rs5-sportback,29,Sportback,Publish
1818,"Q5 Sportback",q5-sportback,29,Sportback,Publish
1819,"RS Q3 Sporback",rs-q3-sporback,29,Sportback,Publish
1820,"SQ5 Sportback",sq5-sportback,29,Sportback,Publish
1821,"Q8 e-tron",q8-e-tron,29,SUV,Publish
1822,"A3 Sedan",a3-sedan,29,Sedan,Publish
1823,"A3 Sedan",a3-sedan,29,Sedan,Publish
1824,"A3 Sedan",a3-sedan,29,Sedan,Publish
1825,"A3 Sedan",a3-sedan,29,Sedan,Publish
1826,Q3,q3,29,SUV,Publish
1827,Q3,q3,29,SUV,Publish
1828,A4,a4,29,Sedan,Publish
1829,"Q3 Sportback",q3-sportback,29,Sportback,Publish
1830,A4,a4,29,Sedan,Publish
1831,A4,a4,29,Sedan,Publish
1832,"S3 Sedan",s3-sedan,29,Sedan,Publish
1833,A4,a4,29,Sedan,Publish
1834,"Q3 Sportback",q3-sportback,29,Sportback,Publish
1835,A6,a6,29,Sedan,Publish
1836,A4,a4,29,Sedan,Publish
1837,"A5 Coupe",a5-coupe,29,Coupe,Publish
1838,Q5,q5,29,SUV,Publish
1839,"A5 Sportback",a5-sportback,29,Sportback,Publish
1840,"A5 Coupe",a5-coupe,29,Coupe,Publish
1841,A6,a6,29,Sedan,Publish
1842,A4,a4,29,Sedan,Publish
1843,A6,a6,29,Sedan,Publish
1844,"A7 Sportback",a7-sportback,29,Sportback,Publish
1845,Q7,q7,29,SUV,Publish
1846,"S5 Sportback",s5-sportback,29,Sportback,Publish
1847,"S5 Coupe",s5-coupe,29,Coupe,Publish
1848,Q8,q8,29,SUV,Publish
1849,SQ8,sq8,29,SUV,Publish
1850,"A7 Sportback",a7-sportback,29,Sportback,Publish
1851,A8,a8,29,Sedan,Publish
1852,A8,a8,29,Sedan,Publish
1853,"A7 Sportback",a7-sportback,29,Sportback,Publish
1854,A8,a8,29,Sedan,Publish
1855,"RS Q8",rs-q8,29,SUV,Publish
1856,S8,s8,29,Sedan,Publish
1857,BJ40,bj40,50,SUV,Publish
1858,X35,x35,50,SUV,Publish
1859,X35,x35,50,SUV,Publish
1860,"BJ40 Plus",bj40-plus,50,SUV,Publish
1861,"BJ40 Plus",bj40-plus,50,SUV,Publish
1862,"BJ40 Plus",bj40-plus,50,SUV,Publish
1863,BJ80,bj80,50,SUV,Publish
1864,X7,x7,50,SUV,Publish
1865,F40,f40,50,"Pick up Truck",Publish
1866,X55,x55,50,SUV,Publish
1867,X55,x55,50,SUV,Publish
1868,"BJ40 C",bj40-c,50,SUV,Publish
1869,"BJ40 C",bj40-c,50,SUV,Publish
1870,BJ60,bj60,50,SUV,Publish
1871,"Flying Spur",flying-spur,45,Sedan,Publish
1872,"EXP 100 GT",exp-100-gt,45,Sedan,Publish
1873,"Flying Spur",flying-spur,45,Sedan,Publish
1874,Bentayga,bentayga,45,SUV,Publish
1875,Bentayga,bentayga,45,SUV,Publish
1876,"Continental GT",continental-gt,45,Coupe,Publish
1877,"Continental GT Convertible",continental-gt-convertible,45,Convertible,Publish
1878,Bentayga,bentayga,45,SUV,Publish
1879,"Continental GT",continental-gt,45,Coupe,Publish
1880,"Continental GT Convertible",continental-gt-convertible,45,Convertible,Publish
1881,"Flying Spur",flying-spur,45,Sedan,Publish
1882,Mulsanne,mulsanne,45,,Publish
1883,Mulsanne,mulsanne,45,,Publish
1884,Mulsanne,mulsanne,45,,Publish
1885,B70S,b70s,66,SUV,Publish
1886,T33,t33,66,Crossover,Publish
1887,T33,t33,66,Crossover,Publish
1888,T55,t55,66,SUV,Publish
1889,T55,t55,66,SUV,Publish
1890,T77,t77,66,SUV,Publish
1891,"T77 Pro",t77-pro,66,SUV,Publish
1892,T55,t55,66,SUV,Publish
1893,B70,b70,66,Sedan,Publish
1894,"T77 Pro",t77-pro,66,SUV,Publish
1895,B70,b70,66,Sedan,Publish
1896,"T77 Pro",t77-pro,66,SUV,Publish
1897,T55,t55,66,SUV,Publish
1898,B70,b70,66,Sedan,Publish
1899,"T77 Pro",t77-pro,66,SUV,Publish
1900,B70,b70,66,Sedan,Publish
1901,T99,t99,66,SUV,Publish
1902,T99,t99,66,SUV,Publish
1903,T99,t99,66,SUV,Publish
1904,T99,t99,66,SUV,Publish
1905,T99,t99,66,SUV,Publish
1906,T99,t99,66,SUV,Publish
1907,"7 Series",7-series,12,Sedan,Publish
1908,"X5 M",x5-m,12,SUV,Publish
1909,X5,x5,12,SUV,Publish
1910,"6 Series Gran Turismo",6-series-gran-turismo,12,Sedan,Publish
1911,X4,x4,12,SUV,Publish
1912,X3,x3,12,SUV,Publish
1913,"4 Series Convertible",4-series-convertible,12,Convertible,Publish
1914,"4 Series Convertible",4-series-convertible,12,Convertible,Publish
1915,"2 Series Coupe",2-series-coupe,12,Coupe,Publish
1916,"2 Series Coupe",2-series-coupe,12,Coupe,Publish
1917,"3 Series",3-series,12,Sedan,Publish
1918,"M4 Coupe",m4-coupe,12,Coupe,Publish
1919,"M4 Convertible",m4-convertible,12,Convertible,Publish
1920,"4 Series Gran Coupe",4-series-gran-coupe,12,Sedan,Publish
1921,"4 Series Gran Coupe",4-series-gran-coupe,12,Sedan,Publish
1922,X7,x7,12,SUV,Publish
1923,"X4 M",x4-m,12,SUV,Publish
1924,"8 Series Gran Coupe",8-series-gran-coupe,12,Sedan,Publish
1925,"8 Series Gran Coupe",8-series-gran-coupe,12,Sedan,Publish
1926,"8 Series Gran Coupe",8-series-gran-coupe,12,Sedan,Publish
1927,"2 Series Grand Coupe",2-series-grand-coupe,12,Sedan,Publish
1928,IX,ix,12,SUV,Publish
1929,IX,ix,12,SUV,Publish
1930,iX3,ix3,12,SUV,Publish
1931,i7,i7,12,Sedan,Publish
1932,XM,xm,12,SUV,Publish
1933,X2,x2,12,"Crossover SUV",Publish
1934,X1,x1,12,"Crossover SUV",Publish
1935,"1 Series",1-series,12,Hatchback,Publish
1936,"2 Series Grand Coupe",2-series-grand-coupe,12,Sedan,Publish
1937,"2 Series Grand Coupe",2-series-grand-coupe,12,Sedan,Publish
1938,i3,i3,12,Hatchback,Publish
1939,"4 Series Coupe",4-series-coupe,12,Coupe,Publish
1940,"5 Series",5-series,12,Sedan,Publish
1941,"3 Series",3-series,12,Sedan,Publish
1942,"Z4 Roadster",z4-roadster,12,Roadster,Publish
1943,X4,x4,12,SUV,Publish
1944,"4 Series Coupe",4-series-coupe,12,Coupe,Publish
1945,"5 Series",5-series,12,Sedan,Publish
1946,X3,x3,12,SUV,Publish
1947,X3,x3,12,SUV,Publish
1948,"Z4 Roadster",z4-roadster,12,Roadster,Publish
1949,"5 Series",5-series,12,Sedan,Publish
1950,"3 Series",3-series,12,Sedan,Publish
1951,"Z4 Roadster",z4-roadster,12,Roadster,Publish
1952,"4 Series Convertible",4-series-convertible,12,Convertible,Publish
1953,"7 Series",7-series,12,Sedan,Publish
1954,X5,x5,12,SUV,Publish
1955,X5,x5,12,SUV,Publish
1956,X6,x6,12,SUV,Publish
1957,X6,x6,12,SUV,Publish
1958,"X3 M",x3-m,12,SUV,Publish
1959,"M2 Competition",m2-competition,12,Sedan,Publish
1960,"7 Series",7-series,12,Sedan,Publish
1961,"8 Series Coupe",8-series-coupe,12,Coupe,Publish
1962,X6,x6,12,SUV,Publish
1963,"8 Series Convertible",8-series-convertible,12,Convertible,Publish
1964,"M3 Sedan",m3-sedan,12,Sedan,Publish
1965,X7,x7,12,SUV,Publish
1966,X7,x7,12,SUV,Publish
1967,"M5 Sedan",m5-sedan,12,Sedan,Publish
1968,X7,x7,12,SUV,Publish
1969,i8,i8,12,,Publish
1970,"i8 Roadster",i8-roadster,12,,Publish
1971,"M8 Coupe",m8-coupe,12,Coupe,Publish
1972,"M8 Gran Coupe",m8-gran-coupe,12,Coupe,Publish
1973,"M8 Convertible",m8-convertible,12,Convertible,Publish
1974,BX7,bx7,83,SUV,Publish
1975,BX7,bx7,83,SUV,Publish
1976,BX5,bx5,83,SUV,Publish
1977,BX5,bx5,83,SUV,Publish
1978,BX7,bx7,83,SUV,Publish
1979,BX7,bx7,83,SUV,Publish
1980,BX7,bx7,83,SUV,Publish
1981,BX7,bx7,83,SUV,Publish
1982,BX7,bx7,83,SUV,Publish
1983,"BX7 TS",bx7-ts,83,SUV,Publish
1984,"BX7 TS",bx7-ts,83,SUV,Publish
1985,Chiron,chiron,91,Coupe,Publish
1986,Chiron,chiron,91,Coupe,Publish
1987,"Atto 3",atto-3,2,SUV,Publish
1988,"Song Plus",song-plus,2,SUV,Publish
1989,"Song Plus",song-plus,2,SUV,Publish
1990,"CT6 Sedan",ct6-sedan,42,,Publish
1991,"CT6 Sedan",ct6-sedan,42,,Publish
1992,"CT6 Sedan",ct6-sedan,42,,Publish
1993,CT5,ct5,42,Sedan,Publish
1994,"CT5-V Blackwing",ct5-v-blackwing,42,Sedan,Publish
1995,CT4,ct4,42,Sedan,Publish
1996,CT5,ct5,42,Sedan,Publish
1997,ATS,ats,42,,Publish
1998,XT4,xt4,42,SUV,Publish
1999,CT4,ct4,42,Sedan,Publish
2000,XT4,xt4,42,SUV,Publish
2001,XT4,xt4,42,SUV,Publish
2002,ATS,ats,42,,Publish
2003,XT5,xt5,42,SUV,Publish
2004,CTS,cts,42,,Publish
2005,"CT4-V Blackwing",ct4-v-blackwing,42,Sedan,Publish
2006,CT4,ct4,42,Sedan,Publish
2007,CTS,cts,42,,Publish
2008,XT5,xt5,42,SUV,Publish
2009,XT6,xt6,42,SUV,Publish
2010,"ATS Coupe",ats-coupe,42,,Publish
2011,XT5,xt5,42,SUV,Publish
2012,XTS,xts,42,,Publish
2013,"ATS Coupe",ats-coupe,42,,Publish
2014,CTS,cts,42,,Publish
2015,CT5,ct5,42,Sedan,Publish
2016,XT6,xt6,42,SUV,Publish
2017,CTS,cts,42,,Publish
2018,XTS,xts,42,,Publish
2019,"ATS-V Coupe",ats-v-coupe,42,,Publish
2020,"ATS-V Sedan",ats-v-sedan,42,Sedan,Publish
2021,"CTS-V Sedan",cts-v-sedan,42,,Publish
2022,"ATS-V Coupe",ats-v-coupe,42,,Publish
2023,Escalade,escalade,42,SUV,Publish
2024,"ATS-V Sedan",ats-v-sedan,42,Sedan,Publish
2025,"CTS-V Sedan",cts-v-sedan,42,,Publish
2026,Escalade,escalade,42,SUV,Publish
2027,Escalade,escalade,42,SUV,Publish
2028,Escalade,escalade,42,SUV,Publish
2029,Escalade,escalade,42,SUV,Publish
2030,Escalade,escalade,42,SUV,Publish
2031,UNI-T,uni-t,6,SUV,Publish
2032,UNI-T,uni-t,6,SUV,Publish
2033,UNI-K,uni-k,6,SUV,Publish
2034,"CS75 Plus",cs75-plus,6,SUV,Publish
2035,CS85,cs85,6,SUV,Publish
2036,"Eado Plus",eado-plus,6,Sedan,Publish
2037,"Eado Plus",eado-plus,6,Sedan,Publish
2038,"Eado Plus",eado-plus,6,Sedan,Publish
2039,"Eado Plus",eado-plus,6,Sedan,Publish
2040,Alsvin,alsvin,6,Sedan,Publish
2041,UNI-V,uni-v,6,Sedan,Publish
2042,Alsvin,alsvin,6,Sedan,Publish
2043,"CS35 Plus",cs35-plus,6,SUV,Publish
2044,CS95,cs95,6,SUV,Publish
2045,"Tiggo2 Pro Max",tiggo2-pro-max,4,"Crossover SUV",Publish
2046,"Arrizo 3",arrizo-3,4,Sedan,Publish
2047,"Arrizo 3",arrizo-3,4,Sedan,Publish
2048,"Tiggo7 Pro",tiggo7-pro,4,SUV,Publish
2049,"Tiggo7 Pro",tiggo7-pro,4,SUV,Publish
2050,"Tiggo8 Pro",tiggo8-pro,4,SUV,Publish
2051,"Tiggo8 Pro",tiggo8-pro,4,SUV,Publish
2052,"Arrizo 8",arrizo-8,4,Sedan,Publish
2053,"Arrizo 5",arrizo-5,4,Sedan,Publish
2054,"Arrizo 5",arrizo-5,4,Sedan,Publish
2055,Tiggo7,tiggo7,4,SUV,Publish
2056,Suburban,suburban,20,SUV,Publish
2057,Suburban,suburban,20,SUV,Publish
2058,Suburban,suburban,20,SUV,Publish
2059,Suburban,suburban,20,SUV,Publish
2060,Suburban,suburban,20,SUV,Publish
2061,Blazer,blazer,20,"Crossover SUV",Publish
2062,"Camaro Convertible",camaro-convertible,20,Convertible,Publish
2063,"Camaro Convertible",camaro-convertible,20,Convertible,Publish
2064,Onix,onix,20,Sedan,Publish
2065,Onix,onix,20,Sedan,Publish
